,employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time,attrition pred
108,109.0,1,41.0,Travel_Frequently,Research & Development,16.0,1,Medical,1.0,Female,1,Research Scientist,Single,28100.0,1.0,Y,11.0,8.0,0,8.0,3.0,8.0,7.0,7.0,1.0,2.0,3.0,4,3,7.587908917501197,1
109,110.0,0,50.0,Travel_Rarely,Research & Development,9.0,3,Medical,1.0,Female,3,Laboratory Technician,Single,98880.0,6.0,Y,15.0,8.0,0,20.0,2.0,4.0,1.0,3.0,4.0,4.0,3.0,3,3,6.890321256038647,0
110,111.0,1,40.0,Travel_Rarely,Research & Development,8.0,3,Medical,1.0,Female,1,Healthcare Representative,Married,86280.0,2.0,Y,20.0,8.0,0,8.0,2.0,6.0,1.0,0.0,3.0,3.0,3.0,2,4,9.295999525166186,1
111,112.0,0,31.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Male,4,Human Resources,Single,28670.0,0.0,Y,24.0,8.0,0,3.0,5.0,2.0,2.0,2.0,3.0,2.0,3.0,3,4,10.806078364950324,0
112,113.0,1,21.0,Travel_Rarely,Human Resources,10.0,2,Human Resources,1.0,Male,1,Laboratory Technician,Single,53730.0,1.0,Y,12.0,8.0,1,1.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,5.99521980676328,1
113,114.0,0,29.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Female,2,Research Director,Single,66670.0,9.0,Y,12.0,8.0,1,6.0,6.0,3.0,1.0,2.0,4.0,4.0,3.0,4,3,7.788609977324269,0
114,115.0,0,35.0,Travel_Rarely,Research & Development,29.0,3,Life Sciences,1.0,Female,3,Sales Executive,Single,50030.0,9.0,Y,15.0,8.0,0,10.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,7.717707156308847,0
115,116.0,0,27.0,Travel_Rarely,Sales,2.0,3,Life Sciences,1.0,Male,1,Sales Executive,Divorced,23670.0,2.0,Y,12.0,8.0,1,5.0,2.0,5.0,0.0,4.0,4.0,2.0,3.0,3,3,6.189450379867046,0
116,117.0,0,28.0,Travel_Rarely,Research & Development,2.0,2,Medical,1.0,Male,3,Manager,Single,28580.0,1.0,Y,12.0,8.0,0,7.0,2.0,7.0,0.0,7.0,2.0,4.0,3.0,2,3,7.120614224137931,0
117,118.0,0,49.0,Travel_Rarely,Sales,2.0,3,Technical Degree,1.0,Male,2,Manufacturing Director,Single,52040.0,8.0,Y,14.0,8.0,1,26.0,3.0,5.0,0.0,0.0,2.0,3.0,3.0,3,3,7.825193287037035,0
118,119.0,0,51.0,Travel_Rarely,Research & Development,1.0,2,Life Sciences,1.0,Male,1,Sales Executive,Married,41050.0,4.0,Y,22.0,8.0,1,18.0,2.0,7.0,0.0,7.0,3.0,4.0,2.0,3,4,7.6194018031189,0
119,120.0,0,36.0,Travel_Rarely,Sales,15.0,2,Life Sciences,1.0,Male,1,Sales Executive,Married,96790.0,4.0,Y,12.0,8.0,0,6.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,3,3,6.002463200379865,0
120,121.0,1,34.0,Non-Travel,Research & Development,7.0,3,Life Sciences,1.0,Male,1,Sales Representative,Single,56170.0,8.0,Y,25.0,8.0,1,9.0,3.0,5.0,0.0,4.0,1.0,4.0,2.0,3,4,9.113126477541371,1
121,122.0,0,55.0,Travel_Rarely,Sales,26.0,3,Marketing,1.0,Male,1,Laboratory Technician,Single,104480.0,2.0,Y,13.0,8.0,0,30.0,3.0,5.0,1.0,2.0,3.0,4.0,3.0,3,3,8.684139595103579,0
122,123.0,0,24.0,Travel_Rarely,Research & Development,1.0,3,Life Sciences,1.0,Female,5,Manager,Divorced,28970.0,1.0,Y,18.0,8.0,3,5.0,4.0,5.0,0.0,3.0,4.0,3.0,4.0,3,3,9.993131642512074,0
123,124.0,0,30.0,Travel_Rarely,Research & Development,3.0,3,Life Sciences,1.0,Female,2,Manager,Married,59680.0,1.0,Y,13.0,8.0,0,1.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,3,3,6.900539923039923,0
124,125.0,1,26.0,Travel_Frequently,Sales,14.0,3,Life Sciences,1.0,Male,2,Manager,Single,75100.0,0.0,Y,18.0,8.0,3,7.0,3.0,6.0,0.0,4.0,3.0,4.0,3.0,3,3,6.999357638888884,1
125,126.0,0,22.0,Travel_Rarely,Research & Development,16.0,5,Other,1.0,Male,1,Research Scientist,Married,29910.0,1.0,Y,19.0,8.0,2,2.0,3.0,2.0,1.0,2.0,1.0,2.0,3.0,2,3,6.286230158730157,0
126,127.0,0,36.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Female,5,Healthcare Representative,Married,196360.0,1.0,Y,12.0,8.0,1,10.0,3.0,10.0,9.0,0.0,2.0,3.0,3.0,3,3,6.366151129943501,0
127,128.0,1,30.0,Travel_Frequently,Sales,3.0,2,Marketing,1.0,Male,3,Research Scientist,Single,11290.0,9.0,Y,19.0,8.0,0,3.0,2.0,1.0,0.0,0.0,3.0,4.0,3.0,2,3,8.19166087962963,1
128,129.0,0,37.0,Travel_Rarely,Research & Development,10.0,1,Technical Degree,1.0,Male,1,Sales Executive,Divorced,133410.0,1.0,Y,14.0,8.0,1,18.0,3.0,18.0,12.0,17.0,4.0,1.0,2.0,3,3,6.452089120370364,0
129,130.0,0,40.0,Travel_Rarely,Research & Development,6.0,2,Medical,1.0,Male,3,Research Scientist,Divorced,43320.0,7.0,Y,14.0,8.0,2,8.0,3.0,5.0,1.0,3.0,4.0,2.0,3.0,2,3,6.682986714975844,0
130,131.0,0,42.0,Travel_Rarely,Research & Development,2.0,3,Medical,1.0,Female,4,Manager,Divorced,110310.0,3.0,Y,12.0,8.0,1,8.0,2.0,5.0,1.0,2.0,2.0,1.0,3.0,2,3,7.482647754137118,0
131,132.0,0,37.0,Travel_Rarely,Sales,9.0,1,Marketing,1.0,Male,3,Sales Executive,Single,44400.0,2.0,Y,11.0,8.0,1,18.0,3.0,1.0,0.0,1.0,3.0,2.0,2.0,2,3,9.920131519274374,0
132,133.0,0,43.0,Travel_Rarely,Sales,10.0,2,Life Sciences,1.0,Female,1,Sales Executive,Divorced,46170.0,1.0,Y,11.0,8.0,0,25.0,2.0,25.0,3.0,9.0,1.0,2.0,3.0,3,3,7.415638297872336,0
133,134.0,0,40.0,Travel_Rarely,Sales,6.0,2,Life Sciences,1.0,Female,1,Laboratory Technician,Married,26470.0,6.0,Y,13.0,8.0,0,20.0,2.0,1.0,0.0,0.0,2.0,3.0,3.0,2,3,7.495338468720824,0
134,135.0,0,54.0,Travel_Rarely,Human Resources,9.0,3,Life Sciences,1.0,Female,2,Manufacturing Director,Married,63230.0,4.0,Y,23.0,8.0,1,24.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2,4,5.998969652471853,0
135,136.0,0,34.0,Non-Travel,Research & Development,28.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,56770.0,9.0,Y,20.0,8.0,1,6.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,3,4,6.859545346628679,0
136,137.0,0,31.0,Travel_Rarely,Research & Development,10.0,4,Life Sciences,1.0,Male,3,Sales Executive,Married,21870.0,1.0,Y,15.0,8.0,1,13.0,2.0,13.0,3.0,12.0,2.0,1.0,1.0,2,3,6.131909722222225,0
137,138.0,0,43.0,Travel_Frequently,Sales,14.0,3,Life Sciences,1.0,Female,1,Manufacturing Director,Married,37480.0,7.0,Y,14.0,8.0,2,10.0,3.0,3.0,1.0,2.0,4.0,4.0,3.0,2,3,7.6748054331864894,0
138,139.0,0,43.0,Travel_Rarely,Sales,27.0,4,Life Sciences,1.0,Male,2,Sales Representative,Divorced,39770.0,4.0,Y,18.0,8.0,1,8.0,3.0,5.0,0.0,2.0,3.0,3.0,3.0,3,3,8.87896942110177,0
139,140.0,0,25.0,Travel_Rarely,Human Resources,7.0,2,Human Resources,1.0,Male,1,Manufacturing Director,Single,86330.0,1.0,Y,19.0,8.0,1,5.0,2.0,5.0,1.0,3.0,2.0,4.0,3.0,4,3,10.895845306513417,0
140,141.0,0,37.0,Non-Travel,Research & Development,1.0,3,Medical,1.0,Male,3,Laboratory Technician,Married,20080.0,3.0,Y,22.0,8.0,0,15.0,5.0,13.0,10.0,7.0,2.0,3.0,3.0,2,4,10.69200166905103,0
141,142.0,0,31.0,Travel_Rarely,Research & Development,24.0,1,Medical,1.0,Male,3,Laboratory Technician,Married,44400.0,1.0,Y,13.0,8.0,1,4.0,2.0,4.0,3.0,2.0,4.0,1.0,3.0,3,3,7.060316091954026,0
142,143.0,0,39.0,Travel_Frequently,Research & Development,26.0,4,Technical Degree,1.0,Female,1,Sales Executive,Divorced,30670.0,1.0,Y,20.0,8.0,1,21.0,5.0,21.0,1.0,6.0,2.0,3.0,3.0,1,4,9.00917913832199,0
143,144.0,0,56.0,Travel_Frequently,Research & Development,20.0,4,Life Sciences,1.0,Female,3,Sales Executive,Married,53210.0,9.0,Y,14.0,8.0,0,36.0,1.0,7.0,7.0,7.0,3.0,1.0,2.0,3,3,7.420447466294747,0
144,145.0,0,30.0,Travel_Rarely,Sales,5.0,4,Medical,1.0,Female,2,Manufacturing Director,Single,54100.0,0.0,Y,17.0,8.0,1,6.0,2.0,5.0,4.0,4.0,2.0,3.0,3.0,3,3,7.585973922902494,0
145,146.0,0,41.0,Travel_Rarely,Research & Development,7.0,3,Technical Degree,1.0,Female,3,Research Scientist,Married,27820.0,1.0,Y,14.0,8.0,0,10.0,2.0,10.0,0.0,7.0,2.0,1.0,3.0,2,3,6.624136698939608,0
146,147.0,0,28.0,Travel_Rarely,Research & Development,7.0,3,Medical,1.0,Male,3,Healthcare Representative,Divorced,119570.0,1.0,Y,13.0,8.0,0,10.0,2.0,10.0,1.0,8.0,3.0,1.0,3.0,2,3,6.1927648305084775,0
147,148.0,1,25.0,Travel_Rarely,Research & Development,5.0,2,Life Sciences,1.0,Female,3,Laboratory Technician,Married,26600.0,5.0,Y,13.0,8.0,0,6.0,3.0,2.0,0.0,2.0,1.0,1.0,3.0,3,3,6.472303436911492,1
148,149.0,0,52.0,Travel_Rarely,Research & Development,26.0,2,Life Sciences,1.0,Female,2,Sales Representative,Married,33750.0,2.0,Y,21.0,8.0,0,28.0,2.0,5.0,0.0,4.0,4.0,3.0,3.0,2,4,8.195051440329216,0
149,150.0,0,45.0,Travel_Rarely,Research & Development,2.0,3,Medical,1.0,Female,1,Sales Executive,Married,50980.0,3.0,Y,14.0,8.0,1,8.0,4.0,2.0,0.0,2.0,1.0,4.0,2.0,3,3,6.787695733708394,0
150,151.0,0,52.0,Travel_Rarely,Research & Development,12.0,3,Medical,1.0,Male,2,Research Scientist,Married,48780.0,2.0,Y,11.0,8.0,1,31.0,3.0,5.0,1.0,4.0,4.0,4.0,1.0,3,3,7.302139479905439,0
151,152.0,0,42.0,Travel_Frequently,Sales,10.0,3,Marketing,1.0,Female,2,Healthcare Representative,Divorced,28370.0,2.0,Y,13.0,8.0,1,19.0,0.0,5.0,0.0,2.0,1.0,3.0,3.0,2,3,6.822407010014311,0
152,153.0,0,30.0,Travel_Rarely,Sales,25.0,3,Marketing,1.0,Male,1,Sales Executive,Single,24060.0,2.0,Y,20.0,8.0,1,11.0,5.0,5.0,0.0,2.0,3.0,4.0,3.0,3,4,7.322458937198067,0
153,154.0,0,60.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Female,1,Manufacturing Director,Married,22690.0,5.0,Y,18.0,8.0,1,33.0,4.0,29.0,11.0,10.0,1.0,1.0,1.0,3,3,6.164361829501921,0
154,155.0,0,46.0,Travel_Rarely,Sales,19.0,4,Marketing,1.0,Female,1,Sales Executive,Divorced,41080.0,2.0,Y,14.0,8.0,0,19.0,5.0,10.0,0.0,8.0,3.0,3.0,2.0,2,3,7.610284810126584,0
155,156.0,0,42.0,Travel_Frequently,Research & Development,18.0,4,Technical Degree,1.0,Male,4,Sales Executive,Married,132060.0,0.0,Y,13.0,8.0,2,7.0,2.0,6.0,0.0,4.0,4.0,4.0,4.0,3,3,6.5951353874883285,0
156,157.0,1,24.0,Travel_Rarely,Research & Development,27.0,2,Medical,1.0,Male,1,Research Scientist,Single,104220.0,1.0,Y,17.0,8.0,1,6.0,0.0,5.0,1.0,4.0,1.0,2.0,3.0,2,3,10.648925376647837,1
157,158.0,1,34.0,Travel_Frequently,Research & Development,5.0,3,Medical,1.0,Male,2,Research Scientist,Divorced,137440.0,0.0,Y,20.0,8.0,1,3.0,3.0,2.0,1.0,0.0,4.0,3.0,2.0,3,4,6.204427312775328,1
158,159.0,0,38.0,Travel_Frequently,Sales,3.0,3,Marketing,1.0,Female,2,Sales Executive,Married,49070.0,1.0,Y,11.0,8.0,1,1.0,3.0,1.0,0.0,0.0,4.0,4.0,3.0,3,3,8.591902250351612,0
159,160.0,0,40.0,Travel_Rarely,Sales,26.0,4,Marketing,1.0,Female,1,Sales Executive,Married,34820.0,0.0,Y,18.0,8.0,1,21.0,2.0,20.0,1.0,12.0,3.0,3.0,3.0,2,3,6.001353864734301,0
160,161.0,0,26.0,Travel_Rarely,Research & Development,3.0,2,Medical,1.0,Female,4,Healthcare Representative,Divorced,24360.0,1.0,Y,24.0,8.0,0,3.0,2.0,3.0,0.0,2.0,1.0,4.0,1.0,4,4,6.281751101321589,0
161,162.0,0,30.0,Non-Travel,Research & Development,15.0,3,Medical,1.0,Female,2,Sales Executive,Married,23800.0,4.0,Y,18.0,8.0,3,9.0,2.0,5.0,1.0,4.0,3.0,4.0,1.0,2,3,7.905569800569798,0
162,163.0,0,29.0,Travel_Rarely,Research & Development,8.0,3,Medical,1.0,Female,3,Manufacturing Director,Married,194310.0,1.0,Y,11.0,8.0,0,10.0,3.0,10.0,0.0,7.0,2.0,3.0,3.0,3,3,7.175699035812675,0
163,164.0,1,29.0,Travel_Rarely,Research & Development,19.0,4,Life Sciences,1.0,Male,3,Research Scientist,Married,17900.0,5.0,Y,16.0,8.0,1,6.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,2,3,6.651255274261603,1
164,165.0,1,19.0,Travel_Rarely,Research & Development,4.0,3,Medical,1.0,Male,1,Sales Executive,Single,76440.0,1.0,Y,15.0,8.0,2,1.0,2.0,1.0,0.0,0.0,1.0,4.0,4.0,3,3,7.906068376068368,1
165,166.0,0,30.0,Non-Travel,Research & Development,2.0,4,Life Sciences,1.0,Female,3,Research Scientist,Married,51310.0,0.0,Y,15.0,8.0,1,10.0,2.0,9.0,7.0,8.0,3.0,1.0,3.0,3,3,6.718815667131563,0
166,167.0,0,57.0,Travel_Rarely,Research & Development,2.0,2,Life Sciences,1.0,Male,4,Research Scientist,Divorced,63060.0,3.0,Y,12.0,8.0,1,32.0,3.0,1.0,0.0,0.0,1.0,4.0,2.0,3,3,6.290588023088022,0
167,168.0,0,50.0,Travel_Rarely,Sales,10.0,4,Life Sciences,1.0,Female,3,Manager,Married,47870.0,0.0,Y,12.0,8.0,0,28.0,3.0,27.0,15.0,7.0,2.0,3.0,3.0,3,3,7.178114997713765,0
168,169.0,0,30.0,Non-Travel,Sales,10.0,2,Life Sciences,1.0,Male,3,Laboratory Technician,Single,188800.0,0.0,Y,22.0,8.0,1,12.0,3.0,11.0,6.0,7.0,3.0,4.0,2.0,3,4,6.286431712962966,0
169,170.0,0,60.0,Travel_Frequently,Research & Development,16.0,3,Life Sciences,1.0,Female,4,Laboratory Technician,Married,23390.0,4.0,Y,20.0,8.0,0,22.0,4.0,18.0,13.0,11.0,3.0,1.0,4.0,3,4,7.217978595478597,0
170,171.0,0,47.0,Travel_Rarely,Research & Development,1.0,3,Technical Degree,1.0,Male,5,Manufacturing Director,Divorced,135700.0,5.0,Y,16.0,8.0,2,20.0,2.0,5.0,0.0,4.0,1.0,4.0,3.0,2,3,7.809089371980674,0
171,172.0,0,46.0,Travel_Rarely,Sales,4.0,1,Technical Degree,1.0,Male,1,Laboratory Technician,Married,67120.0,6.0,Y,21.0,8.0,1,26.0,3.0,3.0,0.0,1.0,1.0,3.0,1.0,2,4,6.805152662993575,0
172,173.0,0,35.0,Travel_Rarely,Research & Development,15.0,2,Medical,1.0,Female,2,Laboratory Technician,Single,54060.0,0.0,Y,12.0,8.0,1,6.0,2.0,5.0,4.0,3.0,4.0,3.0,3.0,3,3,6.484045584045582,0
173,174.0,0,54.0,Travel_Rarely,Research & Development,2.0,4,Medical,1.0,Male,2,Human Resources,Single,89380.0,7.0,Y,11.0,8.0,3,19.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3,3,7.651214845550945,0
174,175.0,0,34.0,Travel_Rarely,Sales,8.0,2,Life Sciences,1.0,Male,1,Laboratory Technician,Divorced,24390.0,3.0,Y,11.0,8.0,2,14.0,2.0,7.0,5.0,7.0,4.0,3.0,3.0,4,3,7.585962725546057,0
175,176.0,0,46.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,1,Healthcare Representative,Married,88370.0,2.0,Y,18.0,8.0,0,15.0,3.0,3.0,1.0,2.0,3.0,4.0,3.0,2,3,9.179540598290602,0
176,177.0,0,31.0,Travel_Rarely,Research & Development,7.0,3,Life Sciences,1.0,Male,2,Research Director,Divorced,53430.0,1.0,Y,14.0,8.0,1,13.0,3.0,13.0,0.0,8.0,3.0,2.0,4.0,3,3,6.378153248587573,0
177,178.0,1,33.0,Travel_Rarely,Research & Development,10.0,3,Life Sciences,1.0,Female,4,Research Director,Married,67280.0,7.0,Y,22.0,8.0,0,15.0,2.0,7.0,7.0,7.0,2.0,3.0,4.0,2,4,8.477647198480538,1
178,179.0,1,33.0,Travel_Rarely,Sales,5.0,4,Marketing,1.0,Male,2,Research Director,Divorced,66520.0,7.0,Y,25.0,8.0,0,8.0,5.0,4.0,1.0,3.0,1.0,4.0,3.0,3,4,6.965121812386158,1
179,180.0,0,30.0,Travel_Rarely,Research & Development,2.0,3,Life Sciences,1.0,Male,1,Sales Executive,Single,48500.0,0.0,Y,12.0,8.0,1,4.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,3,3,6.474620792992164,0
180,181.0,0,35.0,Travel_Rarely,Research & Development,12.0,2,Medical,1.0,Female,2,Sales Representative,Married,28090.0,4.0,Y,23.0,8.0,1,10.0,2.0,8.0,0.0,0.0,4.0,3.0,3.0,1,4,8.876004361799815,0
181,182.0,1,31.0,Travel_Frequently,Research & Development,22.0,2,Medical,1.0,Female,2,Sales Executive,Married,56890.0,3.0,Y,15.0,8.0,2,12.0,2.0,1.0,0.0,0.0,1.0,3.0,3.0,2,3,6.588341861598437,1
182,183.0,1,34.0,Travel_Frequently,Sales,17.0,1,Marketing,1.0,Male,1,Research Director,Divorced,20010.0,9.0,Y,22.0,8.0,1,11.0,5.0,3.0,0.0,2.0,2.0,1.0,3.0,4,4,10.995573136427565,1
183,184.0,0,42.0,Travel_Frequently,Research & Development,2.0,4,Medical,1.0,Female,1,Research Scientist,Married,29770.0,4.0,Y,15.0,8.0,3,8.0,3.0,2.0,2.0,0.0,2.0,3.0,3.0,2,3,7.810652071563088,0
184,185.0,0,36.0,Non-Travel,Research & Development,3.0,4,Medical,1.0,Male,1,Research Scientist,Single,40250.0,1.0,Y,11.0,8.0,0,10.0,3.0,10.0,9.0,7.0,2.0,4.0,2.0,3,3,7.229256602914389,0
185,186.0,1,22.0,Travel_Frequently,Research & Development,7.0,3,Medical,1.0,Female,2,Laboratory Technician,Single,37850.0,5.0,Y,13.0,8.0,2,4.0,2.0,2.0,1.0,2.0,3.0,3.0,3.0,3,3,6.419389838556503,1
186,187.0,0,48.0,Travel_Rarely,Research & Development,6.0,3,Medical,1.0,Male,1,Laboratory Technician,Married,108540.0,2.0,Y,14.0,8.0,1,14.0,6.0,9.0,6.0,7.0,2.0,4.0,3.0,3,3,6.77962361712362,0
187,188.0,0,55.0,Travel_Rarely,Research & Development,1.0,3,Medical,1.0,Female,1,Sales Executive,Single,120310.0,3.0,Y,11.0,8.0,0,37.0,5.0,10.0,7.0,7.0,1.0,2.0,3.0,3,3,7.39080959164292,0
188,189.0,0,41.0,Non-Travel,Research & Development,3.0,2,Life Sciences,1.0,Female,2,Research Scientist,Single,99360.0,7.0,Y,17.0,8.0,1,16.0,2.0,14.0,1.0,10.0,4.0,4.0,3.0,2,3,6.19204951690821,0
189,190.0,0,35.0,Travel_Rarely,Research & Development,22.0,3,Medical,1.0,Female,1,Sales Representative,Married,29660.0,9.0,Y,18.0,8.0,0,15.0,2.0,11.0,6.0,9.0,2.0,3.0,3.0,2,3,6.014660228898429,0
190,191.0,0,40.0,Travel_Rarely,Research & Development,15.0,3,Life Sciences,1.0,Female,2,Laboratory Technician,Single,25710.0,7.0,Y,14.0,8.0,0,22.0,1.0,20.0,5.0,13.0,2.0,3.0,3.0,3,3,7.301029143897992,0
191,192.0,0,39.0,Travel_Frequently,Research & Development,12.0,1,Medical,1.0,Male,1,Research Scientist,Married,99910.0,1.0,Y,16.0,8.0,1,8.0,3.0,8.0,0.0,7.0,3.0,3.0,3.0,3,3,7.061997245179061,0
192,193.0,0,31.0,Travel_Rarely,Research & Development,1.0,4,Life Sciences,1.0,Male,3,Research Director,Single,61420.0,4.0,Y,13.0,8.0,2,10.0,2.0,6.0,0.0,5.0,2.0,4.0,4.0,2,3,8.724735996326904,0
193,194.0,0,42.0,Travel_Rarely,Research & Development,5.0,3,Medical,1.0,Male,3,Sales Executive,Married,53900.0,1.0,Y,14.0,8.0,0,10.0,3.0,10.0,5.0,8.0,4.0,1.0,2.0,3,3,10.807604755178918,0
194,195.0,0,45.0,Travel_Rarely,Research & Development,2.0,1,Medical,1.0,Female,4,Sales Executive,Married,44040.0,0.0,Y,23.0,8.0,0,9.0,2.0,8.0,3.0,7.0,4.0,2.0,4.0,3,4,7.410288839724679,0
195,196.0,1,26.0,Travel_Frequently,Research & Development,2.0,1,Life Sciences,1.0,Female,2,Laboratory Technician,Divorced,59930.0,0.0,Y,12.0,8.0,0,8.0,3.0,7.0,1.0,0.0,3.0,3.0,2.0,3,3,9.190491803278682,1
196,197.0,0,29.0,Travel_Rarely,Research & Development,5.0,3,Medical,1.0,Male,1,Research Scientist,Divorced,51300.0,4.0,Y,11.0,8.0,0,8.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,2,3,7.393010477582845,0
197,198.0,0,33.0,Travel_Rarely,Research & Development,16.0,3,Medical,1.0,Female,1,Laboratory Technician,Divorced,20900.0,4.0,Y,16.0,8.0,0,10.0,2.0,6.0,0.0,5.0,1.0,3.0,3.0,3,3,7.402587597971413,0
198,199.0,0,31.0,Travel_Rarely,Research & Development,2.0,4,Life Sciences,1.0,Female,1,Sales Executive,Divorced,29090.0,9.0,Y,14.0,8.0,2,10.0,2.0,5.0,0.0,1.0,3.0,4.0,2.0,3,3,6.71170821462488,0
199,200.0,1,18.0,Travel_Frequently,Research & Development,2.0,3,Technical Degree,1.0,Male,1,Sales Executive,Single,34680.0,1.0,Y,18.0,8.0,2,0.0,4.0,0.0,0.0,0.0,2.0,2.0,3.0,4,3,9.230231673582296,1
200,201.0,0,40.0,Non-Travel,Research & Development,1.0,4,Technical Degree,1.0,Female,2,Laboratory Technician,Divorced,30680.0,3.0,Y,19.0,8.0,0,20.0,3.0,1.0,0.0,1.0,3.0,1.0,3.0,2,3,6.880860065086007,0
201,202.0,0,41.0,Non-Travel,Research & Development,23.0,3,Life Sciences,1.0,Male,2,Manufacturing Director,Single,26700.0,2.0,Y,15.0,8.0,2,10.0,2.0,8.0,0.0,7.0,1.0,3.0,3.0,2,3,9.292572463768122,0
202,203.0,0,26.0,Travel_Rarely,Research & Development,9.0,4,Medical,1.0,Male,3,Healthcare Representative,Divorced,26930.0,5.0,Y,17.0,8.0,3,8.0,3.0,0.0,0.0,0.0,1.0,3.0,3.0,2,3,6.0161487142164,0
203,204.0,0,35.0,Travel_Rarely,Research & Development,16.0,4,Medical,1.0,Male,2,Human Resources,Single,95260.0,1.0,Y,15.0,8.0,0,5.0,2.0,5.0,0.0,3.0,1.0,3.0,3.0,2,3,6.326000243664721,0
204,205.0,0,34.0,Travel_Rarely,Research & Development,26.0,3,Medical,1.0,Male,1,Laboratory Technician,Single,52370.0,1.0,Y,19.0,8.0,1,10.0,3.0,10.0,5.0,7.0,4.0,4.0,3.0,2,3,6.406121659634321,0
205,206.0,1,26.0,Travel_Rarely,Sales,1.0,3,Marketing,1.0,Female,2,Manufacturing Director,Single,24260.0,1.0,Y,22.0,8.0,0,1.0,3.0,1.0,0.0,0.0,3.0,4.0,1.0,1,4,8.751425846447303,1
206,207.0,0,37.0,Travel_Rarely,Research & Development,8.0,1,Life Sciences,1.0,Male,1,Sales Executive,Single,41930.0,4.0,Y,16.0,8.0,1,12.0,5.0,6.0,1.0,2.0,2.0,4.0,4.0,3,3,7.3898275462963,0
207,208.0,0,46.0,Travel_Frequently,Research & Development,4.0,1,Medical,1.0,Male,5,Human Resources,Married,29110.0,5.0,Y,13.0,8.0,0,28.0,3.0,2.0,1.0,2.0,1.0,3.0,2.0,3,3,6.1961890838206655,0
208,209.0,0,41.0,Travel_Rarely,Research & Development,24.0,1,Life Sciences,1.0,Male,1,Research Director,Married,26610.0,7.0,Y,14.0,8.0,1,22.0,2.0,18.0,11.0,8.0,2.0,1.0,3.0,3,3,7.70627963737796,0
209,210.0,0,37.0,Non-Travel,Research & Development,7.0,2,Medical,1.0,Male,1,Sales Executive,Divorced,20280.0,1.0,Y,16.0,8.0,1,9.0,3.0,9.0,7.0,7.0,1.0,2.0,3.0,3,3,7.506634393729826,0
210,211.0,0,52.0,Travel_Rarely,Sales,2.0,1,Medical,1.0,Male,1,Laboratory Technician,Divorced,99800.0,2.0,Y,11.0,8.0,1,18.0,2.0,10.0,6.0,9.0,4.0,1.0,3.0,3,3,9.075687613843357,0
211,212.0,1,32.0,Non-Travel,Research & Development,7.0,2,Life Sciences,1.0,Female,2,Research Director,Married,32980.0,8.0,Y,22.0,8.0,0,6.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2,4,5.993242277547261,1
212,213.0,0,24.0,Travel_Frequently,Sales,22.0,3,Life Sciences,1.0,Female,1,Healthcare Representative,Married,29350.0,0.0,Y,14.0,8.0,2,3.0,5.0,2.0,2.0,1.0,4.0,4.0,3.0,2,3,6.030856290174475,0
213,214.0,0,38.0,Travel_Rarely,Research & Development,5.0,3,Life Sciences,1.0,Female,1,Research Scientist,Married,154270.0,3.0,Y,16.0,8.0,1,18.0,2.0,1.0,0.0,0.0,3.0,3.0,3.0,3,3,6.020102278010228,0
214,215.0,0,37.0,Travel_Rarely,Research & Development,1.0,4,Technical Degree,1.0,Female,5,Research Scientist,Married,39440.0,6.0,Y,11.0,8.0,2,8.0,3.0,6.0,4.0,3.0,2.0,2.0,2.0,3,3,6.899095171120483,0
215,216.0,0,49.0,Travel_Rarely,Sales,21.0,1,Life Sciences,1.0,Male,1,Sales Executive,Divorced,40110.0,1.0,Y,18.0,8.0,2,31.0,2.0,31.0,0.0,9.0,4.0,3.0,3.0,1,3,10.781685108344863,0
216,217.0,0,24.0,Travel_Rarely,Sales,1.0,3,Marketing,1.0,Female,1,Sales Executive,Married,34070.0,1.0,Y,15.0,8.0,2,6.0,2.0,6.0,1.0,4.0,2.0,4.0,3.0,2,3,8.983126503126497,0
