employeeid,attrition,age,businesstravel,department,distancefromhome,education,educationfield,employeecount,gender,joblevel,jobrole,maritalstatus,monthlyincome,numcompaniesworked,over18,percentsalaryhike,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,yearsatcompany,yearssincelastpromotion,yearswithcurrmanager,environmentsatisfaction,jobsatisfaction,worklifebalance,jobinvolvement,performancerating,mean_time
137,No,31,Travel_Rarely,Research & Development,10,4,Life Sciences,1,Male,3,Sales Executive,Married,21870,1.0,Y,15,8,1,13.0,2,13,3,12,2.0,1.0,1.0,2,3,6.131909722222225
138,No,43,Travel_Frequently,Sales,14,3,Life Sciences,1,Female,1,Manufacturing Director,Married,37480,7.0,Y,14,8,2,.,3,3,1,2,4.0,4.0,3.0,2,3,7.6748054331864894
139,No,43,Travel_Rarely,Sales,27,4,Life Sciences,1,Male,2,Sales Representative,Divorced,39770,4.0,Y,18,8,1,8.0,3,5,0,2,3.0,3.0,3.0,3,3,8.87896942110177
140,No,25,Travel_Rarely,Human Resources,7,2,Human Resources,1,Male,1,Manufacturing Director,Single,86330,1.0,Y,19,8,1,5.0,2,5,1,3,2.0,4.0,3.0,4,3,10.895845306513415
141,No,37,Non-Travel,Research & Development,1,3,Medical,1,Male,3,Laboratory Technician,Married,20080,3.0,Y,22,8,0,15.0,5,13,10,7,2.0,3.0,3.0,2,4,10.69200166905103
142,No,31,Travel_Rarely,Research & Development,24,1,Medical,1,Male,3,Laboratory Technician,Married,44400,1.0,Y,13,8,1,4.0,2,4,3,2,4.0,1.0,3.0,3,3,7.060316091954026
143,No,39,Travel_Frequently,Research & Development,26,4,Technical Degree,1,Female,1,Sales Executive,Divorced,30670,1.0,Y,20,8,1,21.0,5,21,1,6,2.0,3.0,3.0,1,4,9.00917913832199
144,No,56,Travel_Frequently,Research & Development,20,4,Life Sciences,1,Female,3,Sales Executive,Married,53210,9.0,Y,14,8,0,36.0,1,7,7,7,3.0,1.0,2.0,3,3,7.420447466294747
145,No,30,Travel_Rarely,Sales,5,4,Medical,1,Female,2,Manufacturing Director,Single,54100,0.0,Y,17,8,1,6.0,2,5,4,4,2.0,3.0,3.0,3,3,7.585973922902494
146,No,41,Travel_Rarely,Research & Development,7,3,Technical Degree,1,Female,3,Research Scientist,Married,27820,1.0,Y,14,8,0,10.0,2,10,0,7,2.0,1.0,3.0,2,3,6.6241366989396075
147,No,28,Travel_Rarely,Research & Development,7,3,Medical,1,Male,3,Healthcare Representative,Divorced,119570,1.0,Y,13,8,0,10.0,2,10,1,8,3.0,1.0,3.0,2,3,6.1927648305084775
148,Yes,25,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,3,Laboratory Technician,Married,26600,5.0,Y,13,8,0,6.0,3,2,0,2,1.0,1.0,3.0,3,3,6.472303436911492
149,No,52,Travel_Rarely,Research & Development,26,2,Life Sciences,1,Female,2,Sales Representative,Married,33750,2.0,Y,21,8,0,28.0,2,5,0,4,4.0,3.0,3.0,2,4,8.195051440329216
150,No,45,Travel_Rarely,Research & Development,2,3,Medical,1,Female,1,Sales Executive,Married,50980,3.0,Y,14,8,1,8.0,4,2,0,2,1.0,4.0,2.0,3,3,6.787695733708394
151,No,52,Travel_Rarely,Research & Development,12,3,Medical,1,Male,2,Research Scientist,Married,48780,2.0,Y,11,8,1,31.0,3,5,1,4,4.0,4.0,1.0,3,3,7.302139479905439
152,No,42,Travel_Frequently,Sales,10,3,Marketing,1,Female,2,Healthcare Representative,Divorced,28370,2.0,Y,13,8,1,19.0,0,5,0,2,1.0,3.0,3.0,2,3,6.822407010014311
153,No,30,Travel_Rarely,Sales,25,3,Marketing,1,Male,1,Sales Executive,Single,24060,2.0,Y,20,8,1,11.0,5,5,0,2,3.0,4.0,3.0,3,4,7.322458937198067
154,No,60,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,1,Manufacturing Director,Married,22690,5.0,Y,18,8,1,33.0,4,29,11,10,1.0,1.0,1.0,3,3,6.164361829501921
155,No,46,Travel_Rarely,Sales,19,4,Marketing,1,Female,1,Sales Executive,Divorced,41080,2.0,Y,14,8,0,19.0,5,10,0,8,3.0,3.0,2.0,2,3,7.610284810126584
156,No,42,Travel_Frequently,Research & Development,18,4,Technical Degree,1,Male,4,Sales Executive,Married,132060,0.0,Y,13,8,2,7.0,2,6,0,4,4.0,4.0,4.0,3,3,6.5951353874883285
157,Yes,24,Travel_Rarely,Research & Development,27,2,Medical,1,Male,1,Research Scientist,Single,104220,1.0,Y,17,8,1,6.0,0,5,1,4,1.0,2.0,3.0,2,3,10.648925376647835
158,Yes,34,Travel_Frequently,Research & Development,5,3,Medical,1,Male,2,Research Scientist,Divorced,137440,0.0,Y,20,8,1,3.0,3,2,1,0,4.0,3.0,2.0,3,4,6.204427312775328
159,No,38,Travel_Frequently,Sales,3,3,Marketing,1,Female,2,Sales Executive,Married,49070,1.0,Y,11,8,1,1.0,3,1,0,0,4.0,4.0,3.0,3,3,8.591902250351612
160,No,40,Travel_Rarely,Sales,26,4,Marketing,1,Female,1,Sales Executive,Married,34820,0.0,Y,18,8,1,21.0,2,20,1,12,3.0,3.0,3.0,2,3,6.001353864734301
161,No,26,Travel_Rarely,Research & Development,3,2,Medical,1,Female,4,Healthcare Representative,Divorced,24360,1.0,Y,24,8,0,3.0,2,3,0,2,1.0,4.0,1.0,4,4,6.281751101321589
162,No,30,Non-Travel,Research & Development,15,3,Medical,1,Female,2,Sales Executive,Married,23800,4.0,Y,18,8,3,9.0,2,5,1,4,3.0,4.0,1.0,2,3,7.905569800569798
163,No,29,Travel_Rarely,Research & Development,8,3,Medical,1,Female,3,Manufacturing Director,Married,194310,1.0,Y,11,8,0,10.0,3,10,0,7,2.0,3.0,3.0,3,3,7.175699035812675
164,Yes,29,Travel_Rarely,Research & Development,19,4,Life Sciences,1,Male,3,Research Scientist,Married,17900,5.0,Y,16,8,1,6.0,4,2,1,1,3.0,2.0,4.0,2,3,6.651255274261603
165,Yes,19,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Sales Executive,Single,76440,1.0,Y,15,8,2,1.0,2,1,0,0,1.0,4.0,4.0,3,3,7.906068376068368
166,No,30,Non-Travel,Research & Development,2,4,Life Sciences,1,Female,3,Research Scientist,Married,51310,0.0,Y,15,8,1,10.0,2,9,7,8,3.0,1.0,3.0,3,3,6.718815667131563
167,No,57,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,4,Research Scientist,Divorced,63060,3.0,Y,12,8,1,32.0,3,1,0,0,1.0,4.0,2.0,3,3,6.290588023088022
168,No,50,Travel_Rarely,Sales,10,4,Life Sciences,1,Female,3,Manager,Married,47870,0.0,Y,12,8,0,28.0,3,27,15,7,2.0,3.0,3.0,3,3,7.178114997713765
169,No,30,Non-Travel,Sales,10,2,Life Sciences,1,Male,3,Laboratory Technician,Single,188800,0.0,Y,22,8,1,12.0,3,11,6,7,3.0,4.0,2.0,3,4,6.286431712962966
170,No,60,Travel_Frequently,Research & Development,16,3,Life Sciences,1,Female,4,Laboratory Technician,Married,23390,4.0,Y,20,8,0,22.0,4,18,13,11,3.0,1.0,4.0,3,4,7.217978595478597
171,No,47,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,5,Manufacturing Director,Divorced,135700,5.0,Y,16,8,2,20.0,2,5,0,4,1.0,4.0,3.0,2,3,7.809089371980674
172,No,46,Travel_Rarely,Sales,4,1,Technical Degree,1,Male,1,Laboratory Technician,Married,67120,6.0,Y,21,8,1,26.0,3,3,0,1,1.0,3.0,1.0,2,4,6.805152662993575
173,No,35,Travel_Rarely,Research & Development,15,2,Medical,1,Female,2,Laboratory Technician,Single,54060,0.0,Y,12,8,1,6.0,2,5,4,3,4.0,3.0,3.0,3,3,6.484045584045582
174,No,54,Travel_Rarely,Research & Development,2,4,Medical,1,Male,2,Human Resources,Single,89380,7.0,Y,11,8,3,19.0,2,1,0,0,3.0,3.0,3.0,3,3,7.651214845550945
175,No,34,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,1,Laboratory Technician,Divorced,24390,3.0,Y,11,8,2,14.0,2,7,5,7,4.0,3.0,3.0,4,3,7.585962725546057
176,No,46,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,88370,2.0,Y,18,8,0,15.0,3,3,1,2,3.0,4.0,3.0,2,3,9.179540598290602
177,No,31,Travel_Rarely,Research & Development,7,3,Life Sciences,1,Male,2,Research Director,Divorced,53430,1.0,Y,14,8,1,13.0,3,13,0,8,3.0,2.0,4.0,3,3,6.378153248587573
178,Yes,33,Travel_Rarely,Research & Development,10,3,Life Sciences,1,Female,4,Research Director,Married,67280,7.0,Y,22,8,0,15.0,2,7,7,7,2.0,3.0,4.0,2,4,8.477647198480538
179,Yes,33,Travel_Rarely,Sales,5,4,Marketing,1,Male,2,Research Director,Divorced,66520,7.0,Y,25,8,0,8.0,5,4,1,3,1.0,4.0,3.0,3,4,6.965121812386158
180,No,30,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Sales Executive,Single,48500,0.0,Y,12,8,1,4.0,4,3,1,2,4.0,2.0,3.0,3,3,6.474620792992164
181,No,35,Travel_Rarely,Research & Development,12,2,Medical,1,Female,2,Sales Representative,Married,28090,4.0,Y,23,8,1,10.0,2,8,0,0,4.0,3.0,3.0,1,4,8.876004361799815
182,Yes,31,Travel_Frequently,Research & Development,22,2,Medical,1,Female,2,Sales Executive,Married,56890,3.0,Y,15,8,2,12.0,2,1,0,0,1.0,3.0,3.0,2,3,6.588341861598437
183,Yes,34,Travel_Frequently,Sales,17,1,Marketing,1,Male,1,Research Director,Divorced,20010,9.0,Y,22,8,1,11.0,5,3,0,2,2.0,1.0,3.0,4,4,10.995573136427565
184,No,42,Travel_Frequently,Research & Development,2,4,Medical,1,Female,1,Research Scientist,Married,29770,4.0,Y,15,8,3,8.0,3,2,2,0,2.0,3.0,3.0,2,3,7.810652071563088
185,No,36,Non-Travel,Research & Development,3,4,Medical,1,Male,1,Research Scientist,Single,40250,1.0,Y,11,8,0,10.0,3,10,9,7,2.0,4.0,2.0,3,3,7.229256602914389
186,Yes,22,Travel_Frequently,Research & Development,7,3,Medical,1,Female,2,Laboratory Technician,Single,37850,5.0,Y,13,8,2,4.0,2,2,1,2,3.0,3.0,3.0,3,3,6.419389838556503
187,No,48,Travel_Rarely,Research & Development,6,3,Medical,1,Male,1,Laboratory Technician,Married,108540,2.0,Y,14,8,1,14.0,6,9,6,7,2.0,4.0,3.0,3,3,6.77962361712362
188,No,55,Travel_Rarely,Research & Development,1,3,Medical,1,Female,1,Sales Executive,Single,120310,3.0,Y,11,8,0,37.0,5,10,7,7,1.0,2.0,3.0,3,3,7.39080959164292
189,No,41,Non-Travel,Research & Development,3,2,Life Sciences,1,Female,2,Research Scientist,Single,99360,7.0,Y,17,8,1,16.0,2,14,1,10,4.0,4.0,3.0,2,3,6.19204951690821
190,No,35,Travel_Rarely,Research & Development,22,3,Medical,1,Female,1,Sales Representative,Married,29660,9.0,Y,18,8,0,15.0,2,11,6,9,2.0,3.0,3.0,2,3,6.014660228898429
191,No,40,Travel_Rarely,Research & Development,15,3,Life Sciences,1,Female,2,Laboratory Technician,Single,25710,7.0,Y,14,8,0,22.0,1,20,5,13,2.0,3.0,3.0,3,3,7.301029143897992
192,No,39,Travel_Frequently,Research & Development,12,1,Medical,1,Male,1,Research Scientist,Married,99910,1.0,Y,16,8,1,8.0,3,8,0,7,3.0,3.0,3.0,3,3,7.061997245179061
193,No,31,Travel_Rarely,Research & Development,1,4,Life Sciences,1,Male,3,Research Director,Single,61420,4.0,Y,13,8,2,10.0,2,6,0,5,2.0,4.0,4.0,2,3,8.724735996326904
194,No,42,Travel_Rarely,Research & Development,5,3,Medical,1,Male,3,Sales Executive,Married,53900,1.0,Y,14,8,0,10.0,3,10,5,8,4.0,1.0,2.0,3,3,10.807604755178918
195,No,45,Travel_Rarely,Research & Development,2,1,Medical,1,Female,4,Sales Executive,Married,44040,0.0,Y,23,8,0,9.0,2,8,3,7,4.0,2.0,4.0,3,4,7.410288839724679
196,Yes,26,Travel_Frequently,Research & Development,2,1,Life Sciences,1,Female,2,Laboratory Technician,Divorced,59930,0.0,Y,12,8,0,8.0,3,7,1,0,.,3.0,2.0,3,3,9.190491803278682
197,No,29,Travel_Rarely,Research & Development,5,3,Medical,1,Male,1,Research Scientist,Divorced,51300,4.0,Y,11,8,0,8.0,3,3,1,2,4.0,4.0,4.0,2,3,7.393010477582845
198,No,33,Travel_Rarely,Research & Development,16,3,Medical,1,Female,1,Laboratory Technician,Divorced,20900,4.0,Y,16,8,0,10.0,2,6,0,5,1.0,3.0,3.0,3,3,7.402587597971413
199,No,31,Travel_Rarely,Research & Development,2,4,Life Sciences,1,Female,1,Sales Executive,Divorced,29090,9.0,Y,14,8,2,10.0,2,5,0,1,3.0,4.0,2.0,3,3,6.71170821462488
200,Yes,18,Travel_Frequently,Research & Development,2,3,Technical Degree,1,Male,1,Sales Executive,Single,34680,1.0,Y,18,8,2,0.0,4,0,0,0,2.0,2.0,3.0,4,3,9.230231673582297
201,No,40,Non-Travel,Research & Development,1,4,Technical Degree,1,Female,2,Laboratory Technician,Divorced,30680,3.0,Y,19,8,0,20.0,3,1,0,1,3.0,1.0,3.0,2,3,6.880860065086007
202,No,41,Non-Travel,Research & Development,23,3,Life Sciences,1,Male,2,Manufacturing Director,Single,26700,2.0,Y,15,8,2,10.0,2,8,0,7,1.0,3.0,3.0,2,3,9.292572463768122
203,No,26,Travel_Rarely,Research & Development,9,4,Medical,1,Male,3,Healthcare Representative,Divorced,26930,5.0,Y,17,8,3,8.0,3,0,0,0,1.0,3.0,3.0,2,3,6.0161487142164
204,No,35,Travel_Rarely,Research & Development,16,4,Medical,1,Male,2,Human Resources,Single,95260,1.0,Y,15,8,0,5.0,2,5,0,3,1.0,3.0,3.0,2,3,6.326000243664721
205,No,34,Travel_Rarely,Research & Development,26,3,Medical,1,Male,1,Laboratory Technician,Single,52370,1.0,Y,19,8,1,10.0,3,10,5,7,4.0,4.0,3.0,2,3,6.406121659634321
206,Yes,26,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Manufacturing Director,Single,24260,1.0,Y,22,8,0,1.0,3,1,0,0,3.0,4.0,1.0,1,4,8.751425846447303
207,No,37,Travel_Rarely,Research & Development,8,1,Life Sciences,1,Male,1,Sales Executive,Single,41930,4.0,Y,16,8,1,12.0,5,6,1,2,2.0,4.0,4.0,3,3,7.3898275462963
208,No,46,Travel_Frequently,Research & Development,4,1,Medical,1,Male,5,Human Resources,Married,29110,5.0,Y,13,8,0,28.0,3,2,1,2,1.0,3.0,2.0,3,3,6.1961890838206655
209,No,41,Travel_Rarely,Research & Development,24,1,Life Sciences,1,Male,1,Research Director,Married,26610,7.0,Y,14,8,1,22.0,2,18,11,8,2.0,1.0,3.0,3,3,7.7062796373779605
210,No,37,Non-Travel,Research & Development,7,2,Medical,1,Male,1,Sales Executive,Divorced,20280,1.0,Y,16,8,1,9.0,3,9,7,7,1.0,2.0,3.0,3,3,7.506634393729826
211,No,52,Travel_Rarely,Sales,2,1,Medical,1,Male,1,Laboratory Technician,Divorced,99800,.,Y,11,8,1,18.0,2,10,6,9,4.0,1.0,3.0,3,3,9.075687613843355
212,Yes,32,Non-Travel,Research & Development,7,2,Life Sciences,1,Female,2,Research Director,Married,32980,8.0,Y,22,8,0,6.0,4,4,1,2,4.0,3.0,3.0,2,4,5.993242277547261
213,No,24,Travel_Frequently,Sales,22,3,Life Sciences,1,Female,1,Healthcare Representative,Married,29350,0.0,Y,14,8,2,3.0,5,2,2,1,4.0,4.0,3.0,2,3,6.030856290174475
214,No,38,Travel_Rarely,Research & Development,5,3,Life Sciences,1,Female,1,Research Scientist,Married,154270,3.0,Y,16,8,1,18.0,2,1,0,0,3.0,3.0,3.0,3,3,6.020102278010228
215,No,37,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Female,5,Research Scientist,Married,39440,6.0,Y,11,8,2,8.0,3,6,4,3,2.0,2.0,2.0,3,3,6.899095171120483
216,No,49,Travel_Rarely,Sales,21,1,Life Sciences,1,Male,1,Sales Executive,Divorced,40110,1.0,Y,18,8,2,31.0,2,31,0,9,4.0,3.0,3.0,1,3,10.781685108344863
217,No,24,Travel_Rarely,Sales,1,3,Marketing,1,Female,1,Sales Executive,Married,34070,1.0,Y,15,8,2,6.0,2,6,1,4,2.0,4.0,3.0,2,3,8.983126503126497
218,No,26,Travel_Rarely,Research & Development,19,4,Technical Degree,1,Female,4,Sales Executive,Married,119940,1.0,Y,14,8,1,6.0,6,5,1,4,1.0,2.0,4.0,3,3,7.383425160697889
219,No,24,Travel_Rarely,Sales,7,3,Medical,1,Female,1,Laboratory Technician,Married,12320,1.0,Y,12,8,0,1.0,4,1,0,0,4.0,2.0,3.0,1,3,6.82366618773946
220,No,50,Travel_Frequently,Sales,2,2,Marketing,1,Male,1,Sales Executive,Married,29600,1.0,Y,14,8,3,32.0,2,32,10,7,1.0,2.0,3.0,3,3,6.789116575591986
221,No,25,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Research Scientist,Married,190940,1.0,Y,16,8,0,7.0,3,7,0,6,2.0,3.0,3.0,2,3,7.409312285854138
222,Yes,24,Travel_Frequently,Research & Development,2,3,Medical,1,Male,2,Research Scientist,Married,39190,1.0,Y,21,8,0,6.0,3,6,1,2,1.0,3.0,3.0,3,4,10.825435862691958
223,Yes,30,Travel_Frequently,Research & Development,9,3,Other,1,Male,2,Healthcare Representative,Married,68250,1.0,Y,14,8,0,1.0,2,1,0,0,2.0,1.0,4.0,3,3,6.877650214592273
224,No,34,Travel_Rarely,Sales,6,2,Life Sciences,1,Male,4,Research Director,Married,102480,1.0,Y,12,8,1,6.0,4,6,1,3,2.0,4.0,3.0,3,3,8.906513949013952
225,Yes,31,Travel_Rarely,Research & Development,9,1,Medical,1,Female,1,Sales Representative,Divorced,189470,2.0,Y,12,8,2,9.0,2,3,1,2,2.0,1.0,1.0,2,3,6.683451882845184
226,No,35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,5,Sales Executive,Single,24960,4.0,Y,17,8,3,9.0,3,3,0,2,1.0,4.0,3.0,3,3,7.924495583449563
227,No,31,Travel_Rarely,Sales,1,3,Marketing,1,Female,2,Sales Executive,Divorced,64650,4.0,Y,17,8,0,13.0,3,7,5,7,1.0,4.0,4.0,3,3,6.310503323836655
228,No,27,Travel_Rarely,Sales,22,4,Medical,1,Male,1,Sales Representative,Divorced,22060,0.0,Y,14,8,1,6.0,4,5,0,3,1.0,3.0,2.0,3,3,7.887926545792655
229,No,37,Travel_Rarely,Sales,9,4,Marketing,1,Female,2,Laboratory Technician,Married,20860,4.0,Y,14,8,0,17.0,3,3,1,0,4.0,3.0,2.0,3,3,8.882879515317786
230,No,20,Travel_Rarely,Research & Development,17,4,Medical,1,Female,1,Sales Representative,Single,22930,1.0,Y,13,8,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3,7.089900137741048
231,No,42,Travel_Rarely,Research & Development,28,4,Life Sciences,1,Female,2,Manufacturing Director,Married,26450,1.0,Y,15,8,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3,7.490815602836882
232,No,43,Travel_Rarely,Research & Development,10,5,Technical Degree,1,Female,2,Sales Executive,Divorced,26830,4.0,Y,11,8,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3,8.685538548752831
233,No,38,Travel_Rarely,Human Resources,2,4,Medical,1,Male,1,Human Resources,Single,20140,3.0,Y,17,8,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3,6.8024483471074335
234,No,43,Travel_Frequently,Sales,4,3,Medical,1,Female,2,Healthcare Representative,Divorced,34190,3.0,Y,11,8,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3,9.126422039323272
235,No,48,Travel_Rarely,Research & Development,8,1,Medical,1,Male,2,Laboratory Technician,Married,53760,7.0,Y,13,8,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3,7.016586966713546
236,No,44,Travel_Rarely,Sales,29,4,Marketing,1,Male,2,Sales Executive,Single,19510,4.0,Y,22,8,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4,6.704297027290446
237,No,34,Travel_Rarely,Research & Development,13,4,Life Sciences,1,Female,1,Laboratory Technician,Divorced,23410,1.0,Y,20,8,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4,8.40203862660944
238,Yes,27,Travel_Rarely,Sales,27,3,Life Sciences,1,Male,2,Research Scientist,Divorced,22930,0.0,Y,18,8,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,6.4830741515574175
239,No,21,Travel_Rarely,Sales,16,2,Life Sciences,1,Male,3,Sales Executive,Single,87260,1.0,Y,11,8,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,7.233100241545896
240,No,44,Travel_Rarely,Research & Development,2,2,Life Sciences,1,Male,1,Laboratory Technician,Married,40110,4.0,Y,14,8,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,8.690202020202024
241,No,22,Travel_Rarely,Research & Development,2,2,Medical,1,Female,2,Laboratory Technician,Married,195450,0.0,Y,14,8,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,6.037342143906019
242,No,33,Travel_Rarely,Sales,13,4,Marketing,1,Female,2,Manufacturing Director,Divorced,45680,0.0,Y,18,8,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3,7.282165484633565
243,No,32,Travel_Rarely,Research & Development,1,1,Life Sciences,1,Female,1,Healthcare Representative,Married,30220,1.0,Y,16,8,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,9.377237144168957
244,No,30,Travel_Frequently,Research & Development,4,5,Technical Degree,1,Male,3,Manager,Divorced,57720,1.0,Y,17,8,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,7.309830051570559
245,No,53,Travel_Rarely,Research & Development,24,3,Other,1,Female,3,Manager,Single,22690,7.0,Y,11,8,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,7.113752955082737
246,No,34,Travel_Rarely,Research & Development,1,5,Medical,1,Male,1,Research Scientist,Married,53810,1.0,Y,12,8,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,7.438477452347751
247,Yes,45,Travel_Frequently,Research & Development,19,4,Life Sciences,1,Male,3,Research Director,Married,34410,2.0,Y,13,8,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,7.574113060428853
248,No,26,Travel_Rarely,Research & Development,7,2,Life Sciences,1,Male,1,Manufacturing Director,Married,54540,1.0,Y,13,8,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,9.9631910291439
249,No,37,Travel_Rarely,Research & Development,4,3,Medical,1,Male,1,Manager,Married,98840,1.0,Y,14,8,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,6.214981325863681
250,No,29,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,1,Healthcare Representative,Married,41570,1.0,Y,17,8,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,6.810724121557459
251,No,35,Travel_Rarely,Research & Development,10,5,Medical,1,Female,4,Laboratory Technician,Single,134580,1.0,Y,11,8,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,6.655866150961085
252,No,33,Travel_Frequently,Research & Development,8,3,Technical Degree,1,Male,2,Laboratory Technician,Divorced,90690,3.0,Y,25,8,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,7.514910468319559
253,No,54,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Female,2,Sales Executive,Married,40140,2.0,Y,19,8,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3,6.40839790448343
254,No,36,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Male,2,Research Scientist,Divorced,59150,2.0,Y,13,8,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,10.702960618846696
255,No,27,Travel_Rarely,Sales,9,3,Marketing,1,Male,5,Research Director,Single,59930,0.0,Y,14,8,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,7.0032198067632825
256,Yes,20,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,5,Sales Representative,Single,61620,1.0,Y,12,8,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,8.629089635854347
257,Yes,33,Travel_Frequently,Research & Development,15,4,Medical,1,Female,1,Laboratory Technician,Single,24060,1.0,Y,11,8,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,10.402638888888898
258,No,35,Non-Travel,Research & Development,2,1,Medical,1,Male,1,Research Scientist,Married,187400,1.0,Y,19,8,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,6.731132756132759
259,No,23,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,1,Healthcare Representative,Married,76370,2.0,Y,11,8,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,7.089940645773973
260,No,25,Travel_Rarely,Research & Development,11,3,Medical,1,Male,2,Manufacturing Director,Married,100960,0.0,Y,11,8,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,7.680787229137852
261,No,38,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,5,Research Scientist,Single,147560,0.0,Y,20,8,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,6.798771808999082
262,No,29,Travel_Frequently,Sales,2,4,Life Sciences,1,Male,4,Healthcare Representative,Divorced,64990,1.0,Y,18,8,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,7.805469432314412
263,No,48,Travel_Rarely,Research & Development,16,3,Technical Degree,1,Male,1,Sales Executive,Married,97240,3.0,Y,13,8,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,7.0984033816425125
264,No,27,Travel_Frequently,Sales,4,3,Technical Degree,1,Male,5,Laboratory Technician,Divorced,21940,1.0,Y,12,8,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,8.886216761633428
265,No,37,Travel_Rarely,Research & Development,16,3,Life Sciences,1,Male,3,Manager,Single,33880,3.0,Y,11,8,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,7.604899320718096
266,No,50,Travel_Rarely,Sales,5,3,Medical,1,Male,1,Laboratory Technician,Married,54730,1.0,Y,19,8,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,9.11923328816621
267,No,34,Travel_Rarely,Research & Development,18,1,Medical,1,Male,1,Healthcare Representative,Single,27030,1.0,Y,21,8,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,6.820739942528737
268,Yes,24,Travel_Rarely,Research & Development,17,2,Life Sciences,1,Female,1,Healthcare Representative,Single,25010,9.0,Y,12,8,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,7.512698248040573
269,No,39,Travel_Rarely,Research & Development,12,5,Medical,1,Female,1,Sales Representative,Single,62200,1.0,Y,14,8,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,6.712491654744877
270,No,32,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Male,5,Research Scientist,Single,30380,1.0,Y,11,8,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,7.899165479582145
271,Yes,50,Travel_Frequently,Research & Development,4,2,Medical,1,Male,4,Sales Representative,Married,44240,3.0,Y,14,8,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,8.205001129177957
272,No,38,Travel_Rarely,Research & Development,9,4,Life Sciences,1,Male,1,Sales Executive,Single,43120,0.0,Y,12,8,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,7.16521459227468
273,No,27,Travel_Rarely,Research & Development,10,3,Medical,1,Male,5,Research Scientist,Married,132450,1.0,Y,23,8,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,6.51059523809524
